ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	NOTE	BORROWING	CHINESE	COGID	RGEN	HANZI	SOURCE	ENTRY_IN_SOURCE
17831	Tibetan_Lhasa	tail	the tail	ɕu¹³ku⁵⁵	ɕ u ¹³ ◦ k u ⁵⁵				608	358974		STEDT/TBL	ɕu¹³ku⁵⁵
17832	Tibetan_Lhasa	horse	the horse	ta⁵⁵	t a ⁵⁵				3150	358979		STEDT/TBL	ta⁵⁵
17837	rGyalrong_Maerkang	name	the name	tə rmᴇ	t ə _ r m ᴇ	!			18	380327		STEDT/TBL	tə rmᴇ
17839	Tibetan_Lhasa	sheep	the sheep	lu¹³²	l u ¹³²				1428	359334		STEDT/TBL	lu¹³²
17840	Tibetan_Lhasa	goat	the goat	ra¹³	r a ¹³				241	359387		STEDT/TBL	ra¹³
17845	rGyalrong_Maerkang	dream	the dream	tɑ rmo	t ɑ _ r m o	!			10217	380959		STEDT/TBL	tɑ rmo
17847	Tibetan_Lhasa	dog	the dog	chi⁵⁵	ch i ⁵⁵	???			2065	360060		STEDT/TBL	chi⁵⁵
17849	rGyalrong_Maerkang	middle	middle	tə lɑ	t ə _ l ɑ				917	381424		STEDT/TBL	tə lɑ
17850	rGyalrong_Maerkang	left	left	kou wlɑ	k o u _ w l ɑ	!			918	381534		STEDT/TBL	kou wlɑ
17852	rGyalrong_Maerkang	right	right	kɑ cçhɑ	k ɑ _ cçh ɑ	!			920	381590		STEDT/TBL	kɑ cçhɑ
17853	rGyalrong_Maerkang	front	the front (front side)	tə tʂi	t ə _ tʂ i				171	381643		STEDT/TBL	tə tʂi
17854	Tibetan_Lhasa	feather / plume	the feather	tɕhə¹³pu⁵⁵	tɕʰ ə ¹³ ◦ p u ⁵⁵				921	360573		STEDT/TBL	tɕhə¹³pu⁵⁵
17855	Tibetan_Lhasa	feather / plume	the feather	tʂo¹³	tʂ o ¹³				922	360622		STEDT/TBL	tʂo¹³
17856	rGyalrong_Maerkang	inside	inside	wu gu	w u _ g u				626	381801		STEDT/TBL	wu gu
17860	Tibetan_Lhasa	tiger	the tiger	ta⁵²	t a ⁵²				1105	360841		STEDT/TBL	ta⁵²
17862	Daofu	needle	the needle (for sewing)	ʁɑr	ʁ ɑ r	!			10231	374691		STEDT/TBL	ʁɑ◦r
17866	rGyalrong_Maerkang	below / under	below, under	wu spoi	w u _ s p o i				930	382710		STEDT/TBL	wu spoi
17867	rGyalrong_Maerkang	today	today	mə sni	m ə _ s n i				1313	383015		STEDT/TBL	mə sni
17868	rGyalrong_Maerkang	yesterday	yesterday	mə ʃᴇr sni	m ə _ ʃ ᴇ r _ s n i				3040	383066		STEDT/TBL	mə ʃᴇr sni
17870	rGyalrong_Maerkang	tomorrow	tomorrow	so sni	s o _ s n i				2832	383219		STEDT/TBL	so sni
17871	Tibetan_Xiahe	cold (weather)	cold (of temperature)	tɕaŋ	tɕ a ŋ				933	399695		STEDT/TBL	tɕaŋ
17874	Tibetan_Lhasa	fox	the fox	waː¹³mo⁵⁵	w aː ¹³ ◦ m o ⁵⁵		ch		379	361916		STEDT/TBL	waː¹³mo⁵⁵
17875	Tibetan_Lhasa	bird	the bird	tɕha¹³	tɕʰ a ¹³				264	361966		STEDT/TBL	tɕha¹³
17876	rGyalrong_Maerkang	morning	morning	tɑ nɑp	t ɑ _ n ɑ p				1142	383573		STEDT/TBL	tɑ nɑp
17877	rGyalrong_Maerkang	noon	noon	sɐk sə	s ɐ k _ s ə				936	383626		STEDT/TBL	sɐk sə
17878	rGyalrong_Maerkang	noon	noon	tə mtso	t ə _ m ts o	!			937	383666		STEDT/TBL	tə mtso
17882	Tibetan_Lhasa	sparrow	the sparrow	khəŋ⁵⁵tɕiː⁵⁵	kh ə ŋ ⁵⁵ ◦ tɕ iː ⁵⁵	khang byevu			6021	362474		STEDT/TBL	khəŋ⁵⁵tɕiː⁵⁵
17890	Tibetan_Lhasa	snake	the snake	tʂy¹³	tʂ y ¹³				70	436936		STEDT/TBL	tʂy¹³
17892	Tibetan_Lhasa	frog	the frog	pɛ¹³paŋ⁵²biɑ¹³	p ɛ ¹³ ◦ p a ŋ ⁵² ◦ b i ɑ ¹³				145	437036		STEDT/TBL	pɛ¹³paŋ⁵²biɑ¹³
17893	Daofu	rod / stick	the stick	pə cçha	p ə + cçʰ a				3063	375094		STEDT/TBL	pə cçha
17894	Tibetan_Lhasa	fish	the fish	ȵa¹³	ȵ a ¹³				186	437136		STEDT/TBL	ȵa¹³
17898	Tibetan_Lhasa	flea	the flea	tɕuo¹³	tɕ u o ¹³				944	363151		STEDT/TBL	tɕuo¹³
17899	Tibetan_Lhasa	louse	the louse	ɕi⁵²	ɕ i ⁵²				2077	363202		STEDT/TBL	ɕi⁵²
17904	Tibetan_Lhasa	mosquito	the mosquito	thuk¹³paŋ⁵⁵	th u k ¹³ ◦ p a ŋ ⁵⁵				3074	363410		STEDT/TBL	thuk¹³paŋ⁵⁵
17906	Tibetan_Lhasa	earthworm	the earthworm	pu¹³maː⁵⁵	p u ¹³ ◦ m aː ⁵⁵				946	363563		STEDT/TBL	pu¹³maː⁵⁵
17907	Tibetan_Lhasa	ant	the ant	tʂhoː¹³ma⁵⁵	tʂh oː ¹³ ◦ m a ⁵⁵				2954	363669		STEDT/TBL	tʂhoː¹³ma⁵⁵
17908	Tibetan_Lhasa	walk	to walk	tʂo¹³	tʂ o ¹³				3003	434181		STEDT/TBL	tʂo¹³
17912	rGyalrong_Maerkang	one	one	kə tᴇk	k ə _ t ᴇ k				302	386036		STEDT/TBL	kə tᴇk
17913	rGyalrong_Maerkang	two	two	kə nᴇs	k ə _ n ᴇ s	!			102	386088		STEDT/TBL	kə |nᴇs
17915	Tibetan_Lhasa	branch / twig	the branch	jɛ¹³ka⁵⁵	j ɛ ¹³ ◦ k a ⁵⁵				10265	364126		STEDT/TBL	jɛ¹³ka⁵⁵
17916	rGyalrong_Maerkang	five	five	kə mŋo	k ə _ m ŋ o	!			10357	386241		STEDT/TBL	kə mŋo
17917	Tibetan_Lhasa	leaf	the leaf	lo¹³ma⁵⁵	l o ¹³ ◦ m a ⁵⁵				948	364230		STEDT/TBL	lo¹³ma⁵⁵
17918	rGyalrong_Maerkang	seven	seven	kə ʃnəs	k ə _ ʃ n ə s				55	386343		STEDT/TBL	kə ʃnəs
17919	Tibetan_Lhasa	fruit	the fruit	ɕiŋ⁵⁵to⁵²	ɕ i ŋ ⁵⁵ ◦ t o ⁵²				817	364337		STEDT/TBL	ɕiŋ⁵⁵to⁵²
17921	rGyalrong_Maerkang	ten	ten	ʃtʃᴇ	ʃ tʃ ᴇ	!			364	386497		STEDT/TBL	ʃtʃᴇ
17922	Tibetan_Alike	wood / log	the wood (material)	xhaŋ	xh a ŋ	?			2974	371192		STEDT/TBL	xhaŋ
17924	Motuo_Menba	circle / circular (spherical)	round	ri ri	r i _ r i				951	395989		STEDT/TBL	ri ri
17925	rGyalrong_Maerkang	twenty	twenty	kə nəs ʃtʃᴇ	k ə _ n ə s _ ʃ tʃ ᴇ	!			2812	386999		STEDT/TBL	kə |nəs ʃtʃᴇ
17926	Tibetan_Lhasa	bamboo	the bamboo	ȵuŋ⁵⁵mə⁵⁵	ȵ u ŋ ⁵⁵ ◦ m ə ⁵⁵				952	364911		STEDT/TBL	ȵuŋ⁵⁵mə⁵⁵
17929	rGyalrong_Maerkang	hundred	hundred	pə |rjɐ	p ə _ r j ɐ	!			185	387406		STEDT/TBL	pə |rjɐ
17933	Tibetan_Lhasa	seed	the seed	sø̃⁵⁵	s ø̃ ∼ ⁵⁵				955	365727		STEDT/TBL	sø̃⁵⁵
17935	Tibetan_Lhasa	wheat	the wheat	tʂho¹³	tʂh o ¹³				3237	365982		STEDT/TBL	tʂho¹³
17936	Tibetan_Lhasa	barley	the barley (tibetan or highland)	soː⁵⁵	s oː ⁵⁵				6025	366033		STEDT/TBL	soː⁵⁵
17937	Tibetan_Lhasa	barley	the barley (tibetan or highland)	so⁵⁵wa⁵⁵	s o ⁵⁵ ◦ w a ⁵⁵				6025	366082		STEDT/TBL	so⁵⁵wa⁵⁵
17946	Tibetan_Xiahe	dirty	dirty	hdzo to	hdz o _ t o	!			599	400853		STEDT/TBL	hdzo to
17950	Tibetan_Lhasa	grass	the grass	tsa⁵⁵	ts a ⁵⁵				959	367318		STEDT/TBL	tsa⁵⁵
17952	Tibetan_Lhasa	rice	the rice plant	tʂɛ¹³²	tɕh u m ⁵⁵   tʂ ɛ ⁵²	rice paddy			4932	367480		STEDT/TBL	tʂɛ¹³²
17954	Dulong	moon	the moon	sɯ³¹|lɑ⁵⁵	s ɯ ³¹ + l ɑ ⁵⁵	!			2081	345164		STEDT/TBL	sɯ³¹|lɑ⁵⁵
17956	Tibetan_Lhasa	meat	the meat	ɕa⁵⁵	ɕ a ⁵⁵				10227	367686		STEDT/TBL	ɕa⁵⁵
17957	Tibetan_Lhasa	egg	the egg	ko¹³ŋa⁵⁵	k o ¹³ ◦ ŋ a ⁵⁵				850	368046		STEDT/TBL	ko¹³ŋa⁵⁵
17966	Motuo_Menba	snake	the snake	bu tɕhi la	b u _ tɕh i _ l a				3590	436941		STEDT/TBL	bu tɕhi la
17972	rGyalrong_Maerkang	I	I [first person singular]	ŋɑ	ŋ ɑ				327	392726		STEDT/TBL	ŋɑ
17973	rGyalrong_Maerkang	we	we [first person plural inclusive]	ŋə ȵᴇ	ŋ ə _ ȵ ᴇ				4027	392831		STEDT/TBL	ŋə ȵᴇ
17974	rGyalrong_Maerkang	you	thou [second person singular]	no	n o				10475	392885		STEDT/TBL	no
17975	rGyalrong_Maerkang	he	he or she [third person singular]	mə	m ə				964	393044		STEDT/TBL	mə
17976	rGyalrong_Maerkang	he	he or she [third person singular]	wə jo	w ə _ j o				965	393086		STEDT/TBL	wə jo
17982	rGyalrong_Maerkang	this	this	ʃtə	ʃ t ə	!			4022	393475		STEDT/TBL	ʃtə
17984	rGyalrong_Maerkang	here	here	ʃtəi	ʃ t ə i	!			3989	393580		STEDT/TBL	ʃtəi
17986	rGyalrong_Maerkang	that	that	wu tə	w u _ t ə				5244	393737		STEDT/TBL	wu tə
17987	Tibetan_Lhasa	wood / log	the wood (material)	ɕiŋ⁵⁵	ɕ i ŋ ⁵⁵				2974	371189		STEDT/TBL	ɕiŋ⁵⁵
17988	rGyalrong_Maerkang	there	there	wu təi	w u _ t ə i				4019	393897		STEDT/TBL	wu təi
17990	rGyalrong_Maerkang	who	who	sə	s ə				2253	394055		STEDT/TBL	sə
17991	rGyalrong_Maerkang	what	what	thə	th ə				5949	394112		STEDT/TBL	thə
17992	rGyalrong_Maerkang	where	where	kə təi	k ə _ t ə i				4028	394167		STEDT/TBL	kə təi
17994	rGyalrong_Maerkang	all / everything	all	kə tʃᴇt	k ə _ tʃ ᴇ t				3969	394535		STEDT/TBL	kə tʃᴇt
17995	Motuo_Menba	frog	the frog	tak tak pa	t a k _ t a k _ p a				781	437041		STEDT/TBL	tak tak pa
17996	rGyalrong_Maerkang	big / large	big	kə ktᴇ	k ə _ k t ᴇ				29701	394647		STEDT/TBL	kə ktᴇ
17997	rGyalrong_Maerkang	small	small	kə ktsi	k ə _ k ts i	!			440	394701		STEDT/TBL	kə ktsi
17998	rGyalrong_Maerkang	high / tall	high / tall	kə mbro	k ə _ m b r o	!			896	394865		STEDT/TBL	kə mbro
18000	rGyalrong_Maerkang	long	long	kə skrᴇn	k ə _ s k r ᴇ n	!			971	395084		STEDT/TBL	kə skrᴇn
18001	rGyalrong_Maerkang	short	short	kə ktʃən	k ə _ k tʃ ə n	!			972	395135		STEDT/TBL	kə ktʃən
18002	rGyalrong_Maerkang	far / distant	far	kə cçhə	k ə _ cçh ə	!			973	395187		STEDT/TBL	kə cçhə
18003	rGyalrong_Maerkang	near	near	kə wɑt	k ə _ w ɑ t				974	395238		STEDT/TBL	kə wɑt
18005	rGyalrong_Maerkang	narrow	narrow	kə tʃor	k ə _ tʃ o r				671	395343		STEDT/TBL	kə tʃor
18006	Tibetan_Lhasa	firewood	firewood	mi¹³ɕiŋ⁵⁵	m i ¹³ ◦ ɕ i ŋ ⁵⁵				6006	372390		STEDT/TBL	mi¹³ɕiŋ⁵⁵
18007	Motuo_Menba	dry	dry	saŋ ma	s a ŋ _ m a				976	397949		STEDT/TBL	saŋ ma
18008	rGyalrong_Maerkang	thick	thick	kə jɑk	k ə _ j ɑ k				977	395498		STEDT/TBL	kə jɑk
18009	rGyalrong_Maerkang	full	full	kə mȵot	k ə _ m ȵ o t	!			978	395713		STEDT/TBL	kə mȵot
18010	rGyalrong_Maerkang	many / much	many	kə ncçɑ	k ə _ n cç ɑ	!			979	395848		STEDT/TBL	kə ncçɑ
18011	Dulong	rice	the rice plant	ɑm⁵⁵	ɑ m ⁵⁵	rice plant			5280	367498		STEDT/TBL	ɑm⁵⁵
18012	rGyalrong_Maerkang	circle / circular	round	kɐ pə rlor	k ɐ _ p ə _ r l o r	!			980	395993		STEDT/TBL	kɐ pə rlor
18013	Yidu	foot	the foot	ɑ⁵⁵ge⁵⁵ɕɑ⁵³	ɑ ⁵⁵ ◦ g e ⁵⁵ ◦ ɕ ɑ ⁵³				981	350312		STEDT/TBL	ɑ⁵⁵ge⁵⁵ɕɑ⁵³
18015	Tibetan_Lhasa	knife	knife	tʂhi¹³	tʂh i ¹³				3655	373157		STEDT/TBL	tʂhi¹³
18016	Zhaba_Daofu_County	forest	the forest	na³³ʐɿ⁵⁵	n a ³³ ◦ ʐ ɿ ⁵⁵		Tibetan[nags]		840	347540		STEDT/TBL	na³³ʐɿ⁵⁵
18018	rGyalrong_Maerkang	horizontal	horizontal	kɑ mkrɑk	k ɑ _ m k r ɑ k	!			982	396585		STEDT/TBL	kɑ mkrɑk
18019	rGyalrong_Maerkang	straight	straight	kɑ sto	k ɑ _ s t o	!			983	396682		STEDT/TBL	kɑ sto
18021	rGyalrong_Maerkang	black	black	kə nɐk	k ə _ n ɐ k	Tib nag	IA		511	396788		STEDT/TBL	kə nɐk
18023	rGyalrong_Maerkang	red	red	kə wu rnᴇ	k ə _ w u _ r n ᴇ	!			1306	396891		STEDT/TBL	kə wu rnᴇ
18024	rGyalrong_Maerkang	yellow	yellow	khsər po	kh s ə r _ p o	!	Tib[ser]		563	396943		STEDT/TBL	khsər po
18025	rGyalrong_Maerkang	green	green	ldʒɐl kə	l dʒ ɐ l _ k ə	!	Tib[ldʑaŋ.ku]		3142	396992		STEDT/TBL	ldʒɐl kə
18028	rGyalrong_Maerkang	dark	dark	mɐ kə khsɐl	m ɐ _ k ə _ kh s ɐ l		Tib gsal		990	397188		STEDT/TBL	mɐ kə khsɐl
18029	rGyalrong_Maerkang	heavy	heavy	kə li	k ə _ l i				10379	397236		STEDT/TBL	kə li
18030	rGyalrong_Maerkang	light (weight)	light (of weight)	kə jo	k ə _ j o				10542	397286		STEDT/TBL	kə jo
18032	rGyalrong_Maerkang	early	early	kə nə phso	k ə _ n ə _ ph s o	!			991	397449		STEDT/TBL	kə nə phso
18034	rGyalrong_Maerkang	sharp	sharp	kɑ mtʃok	k ɑ _ m tʃ o k	!			992	397550		STEDT/TBL	kɑ mtʃok
18036	Tibetan_Xiahe	he	he or she [third person singular]	khə ka	kʰ ə _ k a				788	393085		STEDT/TBL	khə ka
18037	Tibetan_Lhasa	needle	the needle (for sewing)	khəp⁵²	kʰ ə p ⁵²				10231	374681		STEDT/TBL	khəp⁵²
18038	rGyalrong_Maerkang	dry	dry	kə rɑm	k ə _ r ɑ m				993	397953		STEDT/TBL	kə rɑm
18041	Jingpho	armpit	the armpit	kă³¹phaʔ³¹n⁵⁵pu̱ʔ⁵⁵	k ă ³¹ ◦ ph a ʔ ³¹ ◦ n ⁵⁵ ◦ p u̱ ʔ ⁵⁵	!			995	349737		STEDT/TBL	kă³¹phaʔ³¹n⁵⁵pu̱ʔ⁵⁵
18042	rGyalrong_Maerkang	hard	hard	kə rko	k ə _ r k o	!			341	398237		STEDT/TBL	kə rko
18043	rGyalrong_Maerkang	soft	soft	kə ndʒɐm	k ə _ n dʒ ɐ m	!	tib[ɴdʑam]		573	398289		STEDT/TBL	kə ndʒɐm
18047	rGyalrong_Maerkang	right / correct	correct (right)	wɐ stot	w ɐ _ s t o t				3976	398766		STEDT/TBL	wɐ stot
18048	Darang_Taraon	that	that	we⁵⁵	w e ⁵⁵				2684	393748		STEDT/TBL	we⁵⁵
18050	rGyalrong_Maerkang	new	new	kə ʃək|	k ə _ ʃ ə k				997	399018		STEDT/TBL	kə ʃək|
18051	rGyalrong_Maerkang	good	good	kə hou	k ə _ h o u		Ch好		998	399122		STEDT/TBL	kə hou
18052	rGyalrong_Maerkang	bad	bad	mɑ kə snɑ	m ɑ _ k ə _ s n ɑ				999	399183		STEDT/TBL	mɑ kə snɑ
18054	rGyalrong_Maerkang	old / elderly	old (of person)	kə mtʂo	k ə _ m tʂ o	!			1000	399442		STEDT/TBL	kə mtʂo
18055	rGyalrong_Maerkang	young	young	tɑ bli kə tsi	t ɑ _ b l i _ k ə _ ts i				3476	399492		STEDT/TBL	tɑ bli kə tsi
18058	rGyalrong_Maerkang	hot	hot	kə wɑ stsᴇ	k ə _ w ɑ _ s ts ᴇ	!			4221	399644		STEDT/TBL	kə wɑ stsᴇ
18059	rGyalrong_Maerkang	cold (weather, water)	cold (of temperature)	kə mə ʃtɑk	k ə _ m ə _ ʃ t ɑ k				1002	399702		STEDT/TBL	kə mə ʃtɑk
18063	Lisu	ten	ten	tshi̱³³	tsʰ i̱ ³³				898	386526		STEDT/TBL	tshi̱³³
18064	Motuo_Menba	good	good	lek pu	l e k _ p u		tib legs po		1004	399118		STEDT/TBL	lek pu
18065	Tibetan_Lhasa	rope / string	the rope	thak⁵⁵ pa⁵⁵	th a k ⁵⁵ _ p a ⁵⁵				540	376775		STEDT/TBL	thak⁵⁵ pa⁵⁵
18066	Zhaba_Daofu_County	dirty	dirty	ma³³ʂtsᴜ̃⁵⁵ma³³	m a ³³ ◦ ʂ ts ᴜ̃ ∼ ⁵⁵ ◦ m a ³³	!	Tibetan[gtsaŋ]		1005	400863		STEDT/TBL	ma³³ʂtsᴜ̃⁵⁵ma³³
18067	rGyalrong_Maerkang	salty	salty	kə tsri	k ə _ ts r i				1006	400376		STEDT/TBL	kə tsri
18069	Tibetan_Lhasa	sickle	the sickle	soː¹³ra⁵⁵	s oː ¹³ ◦ r a ⁵⁵				3290	377034		STEDT/TBL	soː¹³ra⁵⁵
18071	rGyalrong_Maerkang	dirty	dirty	mɑk ʃo	m ɑ k _ ʃ o				1009	400860		STEDT/TBL	mɑk ʃo
18072	rGyalrong_Maerkang	living (adj.)	to be alive	kə sə so	k ə _ s ə _ s o				280	400913		STEDT/TBL	kə sə so
18084	Tibetan_Alike	lie down	to lie down	ȵæ	ȵ æ				2353	427036		STEDT/TBL	ȵæ
18096	Motuo_Menba	hot	hot	so pho	s o _ pʰ o				4220	399640		STEDT/TBL	so pho
18113	Tibetan_Lhasa	name	the name	miŋ¹³	m i ŋ ¹³				18	380318		STEDT/TBL	miŋ¹³
18115	rGyalrong_Maerkang	wipe (the table)	to wipe	kɑ phis	k ɑ _ ph i s		tib[pʰjis]		2495	404330		STEDT/TBL	kɑ phis
18118	rGyalrong_Maerkang	hide (sthg.)	to hide (conceal)	kɑ ʃɑ pki	k ɑ _ ʃ ɑ _ p k i	!			3170	404613		STEDT/TBL	kɑ ʃɑ pki
18121	Tibetan_Lhasa	dream	the dream	ȵiː⁵⁵ləm⁵⁵	ȵ iː ⁵⁵ ◦ l ə m ⁵⁵				10555	380950		STEDT/TBL	ȵiː⁵⁵ləm⁵⁵
18126	Motuo_Menba	this	this	ʔu hu	ʔ u _ h u				4368	393515		STEDT/TBL	ʔu hu
18128	rGyalrong_Maerkang	sing	to sing	khɐ bʒə kɑ pɑ	kh ɐ _ b ʒ ə _ k ɑ _ p ɑ	!			3254	405289		STEDT/TBL	khɐ bʒə kɑ pɑ
18131	Tibetan_Lhasa	middle	middle	ciː⁵⁵	c iː ⁵⁵				205	381415		STEDT/TBL	ciː⁵⁵
18132	Tibetan_Lhasa	middle	middle	par¹³	p a r ¹³				1026	381465		STEDT/TBL	par¹³
18134	Tibetan_Lhasa	right	right	jɛ⁵²	j ɛ ⁵²				10429	381581		STEDT/TBL	jɛ⁵²
18136	Tibetan_Lhasa	front	the front (front side)	ŋɛ̃⁵⁵la	ŋ ɛ̃ ∼ ⁵⁵ ◦ l a				1305	381683		STEDT/TBL	ŋɛ̃⁵⁵la
18138	rGyalrong_Maerkang	eat	to eat	kɑ zɑ	k ɑ _ z ɑ				3419	405896		STEDT/TBL	kɑ zɑ
18139	Tibetan_Lhasa	outside	outside	tɕhi⁵⁵lo⁵²	tɕʰ i ⁵⁵ ◦ l o ⁵²				267	381789		STEDT/TBL	tɕhi⁵⁵lo⁵²
18140	Tibetan_Lhasa	inside	inside	naŋ¹³	n a ŋ ¹³				255	381792		STEDT/TBL	naŋ¹³
18141	Tibetan_Lhasa	inside	inside	naŋ¹³lo⁵²	n a ŋ ¹³ ◦ l o ⁵²				255	381841		STEDT/TBL	naŋ¹³lo⁵²
18154	Tibetan_Lhasa	over / above	above	jɛ̃¹³tɕhɛ⁵²	j ɛ̃ ∼ ¹³ ◦ tɕʰ ɛ ⁵²				198	382648		STEDT/TBL	jɛ̃¹³tɕhɛ⁵²
18155	Tibetan_Lhasa	over / above	above	khoŋ¹³la	kʰ o ŋ ¹³ ◦ l a				1035	382697		STEDT/TBL	khoŋ¹³la
18156	Tibetan_Lhasa	below / under	below, under	mɛ̃¹³tɕhɛ⁵²	m ɛ̃ ∼ ¹³ ◦ tɕʰ ɛ ⁵²				1036	382701		STEDT/TBL	mɛ̃¹³tɕhɛ⁵²
18157	Tibetan_Lhasa	below / under	below, under	ɕam⁵²la	ɕ a m ⁵² ◦ l a				380	382750		STEDT/TBL	ɕam⁵²la
18158	Tibetan_Lhasa	salt	the salt	tsha⁵⁵	tsh a ⁵⁵				4160	348109		STEDT/TBL	tsha⁵⁵
18159	Yidu	lung	the lung	ɑ⁵⁵po⁵⁵	ɑ ⁵⁵ ◦ p o ⁵⁵				1037	352359		STEDT/TBL	ɑ⁵⁵po⁵⁵
18160	Tibetan_Lhasa	today	today	thə¹³ri⁵² (thi¹³rĩ⁵⁵)	th ə ¹³ ◦ r i ⁵²				2389	383006		STEDT/TBL	thə¹³ri⁵² (thi¹³rĩ⁵⁵)
18162	rGyalrong_Maerkang	fight	to fight	tɐ lɐ lɐt kɑ pɑ	t ɐ _ l ɐ _ l ɐ t _ k ɑ _ p ɑ				1456	407535		STEDT/TBL	tɐ lɐ lɐt kɑ pɑ
18163	Tibetan_Lhasa	tomorrow	tomorrow	səŋ⁵⁵ȵĩ⁵⁵	s ə ŋ ⁵⁵ ◦ ȵ ĩ ∼ ⁵⁵				2832	383210		STEDT/TBL	səŋ⁵⁵ȵĩ⁵⁵
18168	Tibetan_Lhasa	morning	morning	ɕo¹³kɛ⁵²	ɕ o ¹³ ◦ k ɛ ⁵²				1040	383564		STEDT/TBL	ɕo¹³kɛ⁵²
18191	rGyalrong_Maerkang	burn	to burn [intransitive]	kə nɑt	k ə _ n ɑ t				3198	409074		STEDT/TBL	kə nɑt
18207	Tibetan_Lhasa	one	one	tɕi⁵²	tɕ i ⁵²				302	386027		STEDT/TBL	tɕi⁵²
18208	Tibetan_Lhasa	two	two	ȵiː⁵⁵	ȵ iː ⁵⁵				102	386079		STEDT/TBL	ȵiː⁵⁵
18210	Tibetan_Lhasa	four	four	ɕi¹³	ɕ i ¹³				263	386181		STEDT/TBL	ɕi¹³
18211	Tibetan_Lhasa	five	five	ŋa⁵⁵	ŋ a ⁵⁵				10357	386232		STEDT/TBL	ŋa⁵⁵
18212	Tibetan_Lhasa	six	six	tʂhu¹³²	tʂh u ¹³²				306	386283		STEDT/TBL	tʂhu¹³²
18213	Tibetan_Lhasa	seven	seven	tỹ¹³	t ỹ ∼ ¹³	! ∼			1049	386334		STEDT/TBL	tỹ¹³
18214	Tibetan_Lhasa	eight	eight	cɛ¹³²	c ɛ ¹³²				183	386386		STEDT/TBL	cɛ¹³²
18215	Tibetan_Lhasa	nine	nine	ku¹³	k u ¹³				24	386437		STEDT/TBL	ku¹³
18216	Tibetan_Lhasa	ten	ten	tɕu⁵⁵	tɕ u ⁵⁵				296	386488		STEDT/TBL	tɕu⁵⁵
18219	rGyalrong_Maerkang	fly	to fly (move through air)	kɑ bjɑm	k ɑ _ b j ɑ m				10206	411242		STEDT/TBL	kɑ bjɑm
18224	Tibetan_Lhasa	hundred	hundred	ca¹³	c a ¹³				185	387397		STEDT/TBL	ca¹³
18234	Jingpho	hold (a pen)	to hold	mă³¹nat⁵⁵	m ă ³¹ ◦ n a t ⁵⁵				3214	429354		STEDT/TBL	mă³¹nat⁵⁵
18253	rGyalrong_Maerkang	shy, be / bashful	shy	kɑ nɑ srɑk	k ɑ _ n ɑ _ s r ɑ k				2478	413374		STEDT/TBL	kɑ nɑ srɑk
18277	Yidu	middle	middle	ko³¹lioŋ⁵⁵boŋ³⁵	k o ³¹ ◦ l i o ŋ ⁵⁵ ◦ b o ŋ ³⁵				1064	381438		STEDT/TBL	ko³¹lioŋ⁵⁵boŋ³⁵
18306	Tibetan_Lhasa	he	he or she [third person singular]	kho⁵⁵	kʰ o ⁵⁵				788	393035		STEDT/TBL	kho⁵⁵
18312	Tibetan_Lhasa	this	this	ti¹³	t i ¹³				5928	393466		STEDT/TBL	ti¹³
18315	Tibetan_Lhasa	here	here	tiː¹³ (tie¹³)	t iː ¹³	!			5756	393571		STEDT/TBL	tiː¹³ (tie¹³)
18316	rGyalrong_Maerkang	live / reside	to reside (live)	kɑ ȵi	k ɑ _ ȵ i				1038	417208		STEDT/TBL	kɑ ȵi
18319	Tibetan_Lhasa	that	that	phə⁵⁵ ki⁵⁵	ph ə ⁵⁵ _ k i ⁵⁵				5920	393728		STEDT/TBL	phə⁵⁵ ki⁵⁵
18321	Tibetan_Lhasa	there	there	teː¹³	t eː ¹³				2704	393888		STEDT/TBL	teː¹³
18325	Tibetan_Lhasa	what	what	kha¹³re⁵⁵	kh a ¹³ ◦ r e ⁵⁵				5950	394103		STEDT/TBL	kha¹³re⁵⁵
18332	Tibetan_Lhasa	all / everything	all	tshaŋ⁵⁵ma⁵⁵	tsh a ŋ ⁵⁵ ◦ m a ⁵⁵				5663	394526		STEDT/TBL	tshaŋ⁵⁵ma⁵⁵
18334	Tibetan_Lhasa	big / large	big	tɕhẽ⁵⁵po⁵⁵	tɕʰ ẽ ∼ ⁵⁵ ◦ p o ⁵⁵				412	394638		STEDT/TBL	tɕhẽ⁵⁵po⁵⁵
18335	Tibetan_Lhasa	small	small	tɕhỹ⁵⁵tɕhỹ⁵⁵	tɕʰ ỹ ∼ ⁵⁵ ◦ tɕʰ ỹ ∼ ⁵⁵	! ∼			742	394692		STEDT/TBL	tɕhỹ⁵⁵tɕhỹ⁵⁵
18343	Tibetan_Lhasa	far / distant	far	tha⁵² riŋ¹³ku⁵⁵	th a ⁵² _ r i ŋ ¹³ ◦ k u ⁵⁵				549	395178		STEDT/TBL	tha⁵² riŋ¹³ku⁵⁵
18344	Tibetan_Lhasa	near	near	tha⁵² ȵe¹³po⁵⁵	th a ⁵² _ ȵ e ¹³ ◦ p o ⁵⁵				7	395229		STEDT/TBL	tha⁵² ȵe¹³po⁵⁵
18346	Tibetan_Lhasa	narrow	narrow	thok¹³po⁵⁵	th o k ¹³ ◦ p o ⁵⁵				1084	395334		STEDT/TBL	thok¹³po⁵⁵
18349	rGyalrong_Maerkang	come	to come	kɑ po	k ɑ _ p o				759	418999		STEDT/TBL	kɑ po
